job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level
11364,Software Engineer,Energy,India,2021,41.06,34.38,96.67,42610.8,47596.65,11.7,6.03,67.12,49.38,4
11365,Financial Analyst,Energy,Singapore,2021,18.92,20.12,60.23,85038.94,78740.81,-7.41,-2.01,97.3,96.51,2
11366,Financial Analyst,Energy,USA,2026,75.59,76.07,98.83,65691.65,57542.2,-12.41,2.21,51.77,18.5,5
11367,Data Analyst,Manufacturing,UK,2021,5.0,4.02,37.85,137712.25,164832.71,19.69,-3.47,83.61,55.3,1
11368,Financial Analyst,Healthcare,UK,2020,49.42,49.9,12.51,106278.3,107169.44,0.84,-3.38,85.51,53.31,3
11369,HR Manager,Retail,Germany,2026,40.42,47.48,7.63,46584.2,43384.24,-6.87,8.25,22.16,87.19,3
11370,Data Analyst,Energy,Brazil,2026,14.71,15.43,39.68,46407.03,40227.81,-13.32,-13.11,66.58,15.35,5
11371,Data Analyst,Transportation,Canada,2024,5.0,5.21,6.54,48464.07,43926.88,-9.36,8.69,83.91,58.18,3
11372,Truck Driver,Finance,USA,2026,58.07,57.15,67.09,130641.91,142845.83,9.34,-3.92,27.44,40.67,3
11373,Accountant,Education,USA,2020,45.53,43.22,46.46,125849.85,116834.9,-7.16,-6.2,57.39,86.51,2
11374,Financial Analyst,Retail,UK,2021,24.37,24.61,87.58,43500.38,39512.16,-9.17,12.35,25.62,23.63,3
11375,Data Analyst,Energy,USA,2025,35.2,36.66,19.43,43435.56,40490.46,-6.78,4.27,58.5,68.29,1
11376,Financial Analyst,Manufacturing,India,2021,76.21,65.32,43.33,60804.65,61438.58,1.04,-10.06,22.91,1.54,4
11377,Truck Driver,Retail,Germany,2022,36.35,33.96,1.1,132856.05,127592.55,-3.96,5.7,30.58,66.43,1
11378,Customer Support Rep,Technology,Australia,2025,27.1,25.76,9.67,76991.89,76626.49,-0.47,9.94,65.23,40.84,4
11379,Marketing Specialist,Healthcare,Australia,2025,32.05,33.47,62.07,103839.97,98618.84,-5.03,7.06,27.11,52.04,1
11380,Truck Driver,Manufacturing,Germany,2021,50.25,51.78,76.04,95767.4,79594.7,-16.89,2.07,65.39,82.72,3
11381,Financial Analyst,Finance,Germany,2023,28.37,31.64,41.76,43423.26,44575.44,2.65,11.0,85.69,65.49,5
11382,Accountant,Healthcare,USA,2020,18.65,18.96,63.36,61345.97,67516.46,10.06,24.71,11.94,88.26,3
11383,Accountant,Energy,Singapore,2024,47.37,48.97,15.13,126478.27,115427.1,-8.74,5.67,73.08,48.89,3
11384,HR Manager,Transportation,UK,2020,33.43,39.06,82.13,35135.32,32037.38,-8.82,10.34,11.5,21.86,1
11385,Teacher,Energy,USA,2025,13.34,14.08,75.75,51377.53,49285.55,-4.07,1.77,60.61,48.93,1
11386,Teacher,Healthcare,USA,2024,10.43,9.89,8.8,99478.31,73883.76,-25.73,-11.41,76.16,45.94,2
11387,Data Analyst,Healthcare,Canada,2020,34.03,35.84,30.14,142488.4,148976.01,4.55,2.6,83.23,90.62,4
11388,Teacher,Transportation,Canada,2025,22.83,20.38,84.78,144860.68,155146.43,7.1,18.03,82.85,4.16,3
11389,Customer Support Rep,Transportation,UK,2026,84.8,77.38,5.67,111791.76,119373.44,6.78,18.48,41.51,11.72,5
11390,Accountant,Finance,Germany,2025,63.83,52.27,75.97,144893.94,166145.91,14.67,4.57,14.31,16.83,3
11391,Software Engineer,Finance,India,2021,41.2,34.37,87.84,90371.82,89977.29,-0.44,4.9,20.17,82.76,3
11392,HR Manager,Transportation,Brazil,2025,58.93,47.62,97.4,72390.5,83369.14,15.17,12.25,96.09,89.04,5
11393,Mechanical Engineer,Technology,UK,2026,51.82,44.34,84.5,128010.33,109067.0,-14.8,6.46,32.84,40.66,5
11394,Data Analyst,Retail,Brazil,2024,29.59,33.51,88.69,75928.75,83704.43,10.24,2.51,20.15,51.12,5
11395,HR Manager,Education,Canada,2025,59.89,56.19,2.31,36655.7,36822.34,0.45,14.7,23.71,90.21,5
11396,HR Manager,Energy,UK,2022,75.95,70.67,58.6,69095.63,68895.29,-0.29,0.3,81.92,68.92,3
11397,Truck Driver,Healthcare,USA,2022,37.76,36.13,46.83,119396.64,96484.09,-19.19,0.78,47.35,96.69,4
11398,HR Manager,Retail,UK,2025,13.27,12.39,19.8,78060.42,67931.12,-12.98,8.64,48.38,82.79,1
11399,Truck Driver,Education,Singapore,2021,69.95,74.96,94.04,79075.29,82944.81,4.89,-0.05,55.9,34.49,5
11400,HR Manager,Technology,Canada,2026,27.24,30.75,56.4,104929.54,89477.67,-14.73,3.05,40.38,12.87,4
11401,Mechanical Engineer,Finance,Canada,2022,33.88,39.48,57.49,35544.25,38244.83,7.6,12.5,78.35,61.65,3
11402,HR Manager,Transportation,Australia,2023,12.21,11.63,32.53,32536.36,32030.58,-1.55,-3.09,89.27,96.17,3
11403,Financial Analyst,Finance,Canada,2025,62.04,55.23,92.17,147357.64,159597.23,8.31,-21.46,41.14,85.2,3
11404,Accountant,Education,UK,2025,30.84,26.01,45.6,50343.84,59984.23,19.15,-10.48,82.23,69.2,5
11405,Financial Analyst,Transportation,Canada,2023,61.7,63.93,8.14,135603.46,148914.32,9.82,11.71,94.68,96.81,3
11406,Software Engineer,Manufacturing,USA,2022,67.44,61.23,85.16,145039.67,160095.51,10.38,14.92,89.58,28.75,2
11407,Data Analyst,Energy,Brazil,2022,13.43,13.09,94.99,37256.16,44099.03,18.37,-0.53,68.61,80.99,2
11408,Data Analyst,Manufacturing,India,2021,18.87,16.86,82.74,129085.6,124229.69,-3.76,-10.82,50.65,51.33,4
11409,Marketing Specialist,Energy,Australia,2022,68.55,71.38,51.82,64738.19,62253.61,-3.84,6.95,36.78,64.7,5
11410,Customer Support Rep,Manufacturing,Japan,2023,39.64,33.38,55.03,69485.1,80801.37,16.29,11.71,98.51,22.6,4
11411,Accountant,Energy,India,2022,73.34,75.08,18.76,64700.24,68023.51,5.14,7.29,20.71,63.93,3
11412,Accountant,Healthcare,Canada,2020,36.38,33.79,18.0,136579.13,124931.87,-8.53,-15.41,28.66,60.78,2
11413,Mechanical Engineer,Technology,Germany,2026,40.81,35.8,31.05,76940.04,65650.82,-14.67,10.36,30.92,44.05,5
11414,Customer Support Rep,Retail,India,2021,52.03,56.88,40.71,144644.88,146061.05,0.98,5.21,86.63,0.52,3
11415,Truck Driver,Healthcare,UK,2021,65.26,64.06,76.84,60326.5,55556.32,-7.91,-6.05,32.15,2.19,4
11416,Accountant,Technology,Japan,2022,53.97,56.41,85.18,113729.63,99466.55,-12.54,11.59,76.61,85.54,1
11417,Marketing Specialist,Energy,Australia,2021,41.07,41.74,78.43,85874.55,76322.02,-11.12,11.5,62.58,3.72,4
11418,Software Engineer,Technology,Singapore,2021,14.63,17.09,59.52,84661.0,74949.03,-11.47,3.7,87.23,41.35,2
11419,Customer Support Rep,Energy,Japan,2021,41.24,41.44,36.57,85205.33,85825.71,0.73,22.81,92.35,25.68,2
11420,Mechanical Engineer,Healthcare,India,2020,32.82,36.47,78.34,147191.16,163378.36,11.0,24.12,63.0,36.13,5
11421,Mechanical Engineer,Manufacturing,Japan,2022,36.95,33.69,59.69,130828.97,124826.49,-4.59,27.34,15.73,24.77,3
11422,Financial Analyst,Healthcare,Singapore,2021,69.15,66.28,88.56,59124.69,62033.68,4.92,5.8,60.12,20.89,2
11423,Data Analyst,Retail,Australia,2020,16.07,13.87,2.12,113091.23,119801.89,5.93,10.25,16.64,94.23,1
11424,Financial Analyst,Education,Brazil,2024,53.29,44.52,8.49,91176.1,83880.23,-8.0,-2.84,11.06,48.23,5
11425,Financial Analyst,Finance,Brazil,2020,16.06,13.34,15.86,31278.98,31933.66,2.09,-3.8,33.1,6.88,1
11426,Marketing Specialist,Retail,UK,2024,19.48,15.92,77.7,97378.51,107839.83,10.74,4.26,17.17,3.72,1
11427,Truck Driver,Manufacturing,Canada,2021,54.69,49.52,47.58,138411.57,121004.49,-12.58,2.94,81.8,38.88,1
11428,Teacher,Retail,Germany,2021,62.85,53.84,33.72,32712.57,34964.07,6.88,-7.39,36.38,13.92,5
11429,Mechanical Engineer,Education,Germany,2026,13.94,14.51,7.71,125855.98,108543.05,-13.76,-5.07,66.23,55.66,3
11430,Customer Support Rep,Manufacturing,Canada,2024,94.13,77.23,85.14,101936.66,105544.74,3.54,11.98,78.61,78.67,4
11431,Data Analyst,Energy,UK,2025,5.0,5.68,67.94,143686.0,137856.17,-4.06,10.26,21.17,62.86,1
11432,HR Manager,Technology,Germany,2021,57.32,62.15,84.56,96804.85,103846.7,7.27,0.6,49.01,43.46,3
11433,Accountant,Retail,Germany,2026,44.47,50.44,97.08,50531.92,48660.34,-3.7,-1.6,91.38,52.81,1
11434,Software Engineer,Finance,Japan,2021,5.0,5.16,54.9,39579.64,50100.14,26.58,23.15,51.41,45.1,1
11435,Teacher,Manufacturing,Germany,2021,50.63,53.92,96.38,95415.99,92397.09,-3.16,-1.66,91.22,94.39,3
11436,Customer Support Rep,Technology,Brazil,2025,70.15,56.53,44.26,141930.56,154200.91,8.65,-0.49,70.51,89.37,4
11437,Accountant,Retail,Canada,2023,54.65,51.92,63.44,72940.79,76259.01,4.55,11.41,30.47,13.59,5
11438,Customer Support Rep,Technology,Japan,2020,36.9,36.91,26.43,135397.97,106695.3,-21.2,23.87,88.44,8.11,2
11439,Data Analyst,Healthcare,Australia,2023,60.97,68.34,68.71,43319.69,46506.91,7.36,-9.54,17.23,18.3,5
11440,Financial Analyst,Transportation,India,2020,24.03,25.67,34.62,63030.69,76270.93,21.01,12.83,76.8,49.75,2
11441,HR Manager,Finance,Brazil,2026,28.83,26.44,65.08,81167.56,88218.0,8.69,-3.16,69.83,9.76,2
11442,Truck Driver,Healthcare,Canada,2022,56.09,48.12,47.29,43281.85,46811.77,8.16,22.43,33.31,99.24,5
11443,Mechanical Engineer,Healthcare,USA,2023,51.2,46.47,35.77,139939.7,131646.99,-5.93,-0.94,61.35,33.21,4
11444,Marketing Specialist,Finance,Australia,2021,31.29,30.17,83.11,130921.4,142010.09,8.47,23.17,11.41,56.51,5
11445,Customer Support Rep,Finance,India,2026,91.79,104.17,14.44,146877.02,141138.37,-3.91,2.06,36.0,14.11,5
11446,Truck Driver,Energy,Brazil,2024,40.73,37.61,59.08,103654.13,84344.58,-18.63,8.18,95.81,29.68,3
11447,Data Analyst,Transportation,Singapore,2022,28.07,27.2,2.24,81454.06,76978.92,-5.49,2.93,83.0,71.17,1
11448,Data Analyst,Technology,USA,2022,19.84,17.94,90.47,52696.21,53486.67,1.5,17.23,79.83,9.29,3
11449,HR Manager,Technology,UK,2023,39.4,38.62,51.53,105336.03,94611.18,-10.18,-16.43,43.32,69.87,4
11450,Teacher,Technology,India,2025,73.59,62.24,28.75,56369.8,57143.84,1.37,11.39,22.86,39.79,2
11451,Customer Support Rep,Finance,Singapore,2021,58.16,61.02,21.53,90243.88,95470.88,5.79,15.92,19.38,91.23,3
11452,Truck Driver,Education,India,2020,48.7,47.23,69.24,85351.86,79884.07,-6.41,30.33,37.7,44.09,1
11453,Software Engineer,Manufacturing,Singapore,2026,21.81,21.36,20.25,37281.84,34600.6,-7.19,8.82,84.01,36.39,4
11454,Financial Analyst,Education,Japan,2026,27.42,26.43,14.96,131881.35,131570.06,-0.24,-7.73,24.58,4.57,3
11455,Customer Support Rep,Energy,Germany,2024,80.84,82.7,7.81,137148.7,119125.85,-13.14,-14.1,54.54,22.46,3
11456,Truck Driver,Finance,Brazil,2022,63.55,57.2,83.6,129139.06,162573.45,25.89,-13.66,99.36,79.54,3
11457,Financial Analyst,Finance,Singapore,2021,14.4,12.52,59.61,74601.02,78574.42,5.33,16.48,99.16,1.29,1
11458,Accountant,Finance,UK,2024,40.69,39.18,43.42,136225.22,154127.8,13.14,0.83,66.94,48.77,1
11459,Financial Analyst,Healthcare,Germany,2023,58.5,52.16,14.23,146061.45,123167.73,-15.67,-3.66,33.88,62.23,2
11460,Truck Driver,Healthcare,Australia,2026,94.75,109.72,40.05,137435.71,124031.13,-9.75,3.93,26.91,24.3,1
11461,Data Analyst,Healthcare,Brazil,2020,64.24,76.55,22.71,78366.3,64554.19,-17.63,-16.27,89.07,2.93,2
11462,Data Analyst,Technology,UK,2023,65.15,54.45,90.14,37687.87,39585.22,5.03,9.32,48.83,8.02,2
11463,Customer Support Rep,Energy,USA,2022,35.42,41.43,38.44,120681.24,117457.37,-2.67,24.39,87.45,65.45,1
11464,Teacher,Energy,Canada,2024,61.79,70.11,22.26,65193.22,69589.43,6.74,10.23,63.79,99.33,2
11465,Mechanical Engineer,Healthcare,UK,2024,71.46,80.05,24.54,69962.86,64833.55,-7.33,2.49,75.83,41.22,2
11466,Mechanical Engineer,Retail,Singapore,2022,53.47,57.95,0.84,35738.46,40100.72,12.21,-7.94,53.04,93.89,3
11467,Truck Driver,Transportation,Germany,2026,42.98,36.17,11.44,57004.72,53497.42,-6.15,-8.41,60.77,24.92,1
11468,Teacher,Finance,Canada,2022,46.08,45.67,30.91,82086.75,86373.11,5.22,3.65,16.2,76.7,3
11469,Marketing Specialist,Technology,Germany,2023,31.66,27.67,87.07,86344.62,63507.3,-26.45,8.18,46.41,69.29,3
11470,Customer Support Rep,Education,Canada,2021,78.16,87.2,52.52,114239.47,122276.43,7.04,15.65,27.43,71.18,2
11471,Truck Driver,Healthcare,Canada,2023,70.37,59.0,64.62,135010.64,121020.21,-10.36,2.55,64.96,23.9,4
11472,Truck Driver,Transportation,UK,2021,63.15,67.43,51.03,67030.73,66932.95,-0.15,-0.3,58.4,33.84,4
11473,Truck Driver,Transportation,India,2023,44.31,48.57,36.63,44847.3,52663.04,17.43,2.17,37.73,13.21,3
11474,Truck Driver,Technology,Canada,2026,48.88,49.77,10.17,58144.95,57516.28,-1.08,-1.96,16.64,1.36,3
11475,Mechanical Engineer,Healthcare,UK,2022,11.08,10.18,7.38,53147.69,46074.43,-13.31,14.32,61.79,41.13,2
11476,Software Engineer,Education,Singapore,2022,61.93,66.8,85.25,92266.91,97215.06,5.36,18.05,76.95,68.46,2
11477,Mechanical Engineer,Retail,Japan,2024,31.04,26.39,80.64,39280.35,39343.55,0.16,5.03,26.44,74.35,1
11478,Teacher,Retail,Germany,2023,76.72,76.58,57.3,74119.63,89277.06,20.45,-4.15,88.43,95.23,1
11479,Marketing Specialist,Transportation,USA,2025,48.03,53.45,73.65,59642.58,71211.15,19.4,0.97,21.6,88.4,2
11480,HR Manager,Energy,Germany,2020,38.18,37.47,86.97,50671.49,59864.6,18.14,23.61,81.47,25.85,1
11481,Teacher,Technology,India,2022,46.59,39.92,9.35,82764.23,81768.27,-1.2,13.43,50.66,86.51,4
11482,Mechanical Engineer,Manufacturing,Australia,2021,30.02,29.9,16.44,131541.15,130352.3,-0.9,0.19,34.89,25.73,1
11483,Data Analyst,Education,Canada,2026,17.09,16.2,90.15,115051.94,113467.1,-1.38,6.77,86.42,42.99,2
11484,HR Manager,Technology,India,2022,78.67,81.62,48.74,141025.39,160671.92,13.93,-1.65,52.6,73.36,1
11485,HR Manager,Manufacturing,Japan,2024,29.3,28.2,34.53,134259.02,136186.61,1.44,7.61,83.94,35.39,1
11486,Financial Analyst,Transportation,Brazil,2020,20.55,22.08,63.73,61651.9,60165.6,-2.41,11.98,83.37,12.91,5
11487,Financial Analyst,Manufacturing,Australia,2024,30.07,31.45,24.19,144779.74,169191.03,16.86,8.76,60.53,40.68,3
11488,Mechanical Engineer,Manufacturing,Singapore,2022,67.55,54.65,42.68,135734.31,154679.62,13.96,-1.39,66.32,49.3,3
11489,HR Manager,Energy,Australia,2026,66.98,71.02,9.11,130754.3,141434.95,8.17,-8.86,79.79,89.76,5
11490,Truck Driver,Energy,Canada,2021,89.77,105.06,65.72,104901.43,118431.39,12.9,0.27,63.29,23.52,3
11491,HR Manager,Healthcare,USA,2025,18.6,18.37,91.29,36375.84,33843.13,-6.96,4.41,32.51,95.38,3
11492,Customer Support Rep,Transportation,Brazil,2021,32.33,26.52,8.72,113002.36,112822.71,-0.16,4.27,95.8,6.89,4
11493,Mechanical Engineer,Transportation,Brazil,2022,75.24,63.73,12.78,102579.55,95418.17,-6.98,18.49,91.73,27.81,5
11494,Truck Driver,Education,USA,2026,71.85,66.86,14.83,146980.39,163906.42,11.52,7.99,32.52,39.32,4
11495,Financial Analyst,Transportation,Japan,2021,43.38,45.63,39.49,59686.42,62069.67,3.99,-7.47,32.29,39.66,3
11496,Customer Support Rep,Technology,Brazil,2020,27.43,24.76,48.3,125525.87,107295.35,-14.52,-4.0,56.45,4.98,3
11497,Financial Analyst,Technology,Brazil,2026,34.77,29.7,25.35,76878.95,69843.56,-9.15,-2.72,40.92,36.78,4
11498,Truck Driver,Retail,Australia,2020,81.89,74.84,46.05,89779.98,98848.72,10.1,-1.93,66.16,72.1,1
11499,Marketing Specialist,Manufacturing,UK,2026,13.82,15.59,24.04,41016.79,36337.2,-11.41,11.52,46.59,70.79,3
11500,Teacher,Energy,India,2025,17.19,14.63,66.49,83954.39,84679.02,0.86,-10.24,65.68,40.51,5
11501,Marketing Specialist,Healthcare,Japan,2022,22.11,23.41,12.12,108424.24,87605.9,-19.2,1.55,30.65,49.85,2
11502,Customer Support Rep,Energy,India,2020,48.56,44.58,76.26,39963.02,34196.85,-14.43,-0.82,35.68,44.19,1
11503,Accountant,Education,Singapore,2021,74.59,79.34,19.31,98691.22,104592.47,5.98,3.99,69.61,83.35,3
11504,Data Analyst,Energy,Australia,2023,12.55,14.33,18.95,147139.19,161207.98,9.56,-6.43,59.18,47.86,1
11505,Mechanical Engineer,Manufacturing,UK,2020,40.0,38.14,30.32,101664.47,109151.71,7.36,17.27,56.41,81.71,5
11506,Customer Support Rep,Transportation,India,2021,47.62,43.3,38.38,99451.01,107639.28,8.23,-11.08,14.72,43.16,1
11507,Data Analyst,Retail,Canada,2026,5.0,4.02,78.83,78574.98,74339.6,-5.39,15.43,68.3,9.43,4
11508,HR Manager,Finance,Japan,2021,23.33,23.07,44.05,53303.29,51204.75,-3.94,11.77,48.46,33.74,5
11509,HR Manager,Finance,USA,2021,79.68,74.79,26.46,138814.7,118620.43,-14.55,8.6,32.68,71.1,4
11510,Truck Driver,Education,Brazil,2020,27.76,30.15,30.99,126990.21,122465.56,-3.56,-0.33,49.51,87.92,4
11511,Marketing Specialist,Manufacturing,UK,2025,29.89,34.0,10.21,50829.95,52655.79,3.59,-5.87,44.98,86.35,5
11512,Marketing Specialist,Retail,USA,2020,44.01,49.96,24.03,141756.83,143113.19,0.96,27.86,64.8,91.71,1
11513,Truck Driver,Finance,Germany,2020,48.98,44.0,24.54,146727.55,158251.37,7.85,1.68,22.37,43.06,2
11514,Truck Driver,Technology,Japan,2020,68.35,81.02,67.73,30235.12,32390.54,7.13,17.38,26.66,62.05,5
11515,HR Manager,Transportation,Japan,2024,74.79,59.97,97.44,65545.95,55635.46,-15.12,12.31,75.78,51.58,1
11516,Financial Analyst,Energy,Japan,2026,28.4,28.44,35.16,59959.57,70400.44,17.41,16.69,22.64,92.92,2
11517,Truck Driver,Manufacturing,India,2023,25.47,23.19,34.33,37972.8,32799.17,-13.62,-8.97,71.97,72.43,5
11518,Accountant,Energy,Australia,2024,59.53,58.79,70.67,140873.72,143938.86,2.18,-5.62,89.09,96.57,2
11519,Truck Driver,Retail,Singapore,2020,31.16,36.76,72.65,116957.28,119771.53,2.41,-6.18,42.27,58.56,1
11520,Software Engineer,Technology,Singapore,2025,51.62,45.08,15.3,72821.06,82900.46,13.84,16.33,64.79,84.95,5
11521,Truck Driver,Energy,Canada,2020,76.44,76.58,48.25,125724.4,159811.77,27.11,3.75,80.77,57.94,1
11522,Marketing Specialist,Energy,USA,2020,25.74,29.72,49.34,147847.99,116348.39,-21.31,15.03,29.2,34.49,5
11523,Customer Support Rep,Healthcare,Australia,2025,40.44,47.26,60.05,128422.53,137149.79,6.8,3.74,20.18,78.86,4
11524,Teacher,Finance,Brazil,2020,14.14,12.25,72.99,55318.13,56634.32,2.38,22.22,59.25,41.04,4
11525,Data Analyst,Technology,Brazil,2022,10.21,9.05,18.51,114861.22,109697.31,-4.5,10.95,25.53,25.17,2
11526,Truck Driver,Technology,USA,2023,90.72,80.32,69.0,44008.79,38707.34,-12.05,12.56,85.35,2.32,1
11527,Software Engineer,Finance,USA,2021,35.02,37.31,74.35,138042.32,125152.85,-9.34,8.16,75.12,52.8,2
11528,Accountant,Finance,UK,2025,16.97,14.53,82.84,97864.55,102064.48,4.29,-0.09,62.78,16.74,4
11529,Financial Analyst,Manufacturing,USA,2022,41.48,48.6,75.15,76421.75,73048.52,-4.41,-6.52,89.43,18.0,1
11530,Software Engineer,Finance,India,2026,5.0,4.26,44.62,38097.55,31639.27,-16.95,9.24,43.74,15.61,5
11531,Data Analyst,Transportation,Germany,2026,52.2,49.72,11.51,73385.58,88726.2,20.9,22.95,91.6,87.33,3
11532,Marketing Specialist,Finance,USA,2026,60.15,67.89,74.14,66940.21,69381.86,3.65,-1.37,91.51,97.85,4
11533,Truck Driver,Transportation,Brazil,2023,28.42,29.98,61.74,74299.16,60823.44,-18.14,26.57,93.21,29.92,1
11534,Software Engineer,Finance,Canada,2024,12.55,13.42,28.58,36683.61,34469.48,-6.04,15.37,99.32,31.2,3
11535,Data Analyst,Finance,Singapore,2021,38.9,33.62,53.29,61804.21,62853.08,1.7,24.08,44.2,6.46,2
11536,Financial Analyst,Healthcare,UK,2022,14.37,16.05,74.07,85878.78,80933.41,-5.76,7.25,34.89,6.78,1
11537,Marketing Specialist,Transportation,Canada,2026,70.89,71.0,37.42,105807.26,114073.27,7.81,17.55,84.6,59.44,2
11538,Marketing Specialist,Education,Brazil,2025,10.21,8.73,86.72,45338.83,39676.41,-12.49,10.08,96.44,22.54,4
11539,Data Analyst,Transportation,Japan,2021,25.33,28.1,65.81,68594.35,65694.28,-4.23,-0.78,50.41,31.34,1
11540,Data Analyst,Energy,USA,2026,22.18,21.55,78.97,72837.45,75329.7,3.42,-11.37,88.45,69.95,2
11541,Mechanical Engineer,Retail,Canada,2026,33.81,40.19,69.08,46591.98,49318.06,5.85,7.81,52.57,72.94,5
11542,Teacher,Education,Australia,2020,20.56,17.35,62.8,78040.33,63294.45,-18.9,1.01,51.01,9.9,2
11543,HR Manager,Healthcare,India,2026,17.56,17.17,45.31,134569.97,150972.85,12.19,-6.69,37.28,30.79,5
11544,Accountant,Education,Canada,2025,59.62,61.1,37.29,87997.22,92173.18,4.75,11.65,94.12,87.69,5
11545,Software Engineer,Education,Japan,2022,46.87,41.06,36.19,96554.83,107331.39,11.16,16.79,90.73,31.03,5
11546,Mechanical Engineer,Technology,UK,2022,41.27,43.91,57.27,131292.6,116328.08,-11.4,-13.21,32.43,63.86,2
11547,HR Manager,Healthcare,Singapore,2021,37.32,38.05,6.06,114526.49,133731.66,16.77,7.26,32.5,85.55,2
11548,Mechanical Engineer,Healthcare,Germany,2020,70.95,69.17,9.53,90862.63,101224.29,11.4,21.86,90.79,91.82,4
11549,Mechanical Engineer,Retail,Brazil,2023,53.55,56.6,12.98,77200.53,68041.25,-11.86,-8.07,75.46,48.8,4
11550,Data Analyst,Manufacturing,UK,2020,35.18,31.63,16.72,79123.72,77118.69,-2.53,17.9,97.87,0.44,2
11551,Software Engineer,Transportation,India,2025,64.44,68.37,62.31,130845.1,126026.33,-3.68,6.0,91.48,87.32,2
11552,Marketing Specialist,Healthcare,USA,2021,46.4,39.45,82.15,93572.15,90538.43,-3.24,1.76,63.97,26.7,1
11553,Financial Analyst,Transportation,Japan,2023,38.85,34.81,78.26,62957.4,66029.34,4.88,12.08,36.8,79.9,4
11554,HR Manager,Retail,Brazil,2021,32.31,31.11,7.83,98250.13,102683.25,4.51,16.6,59.65,89.79,2
11555,Financial Analyst,Energy,Brazil,2020,40.89,49.0,46.07,107194.39,108043.46,0.79,3.19,38.75,12.77,4
11556,Customer Support Rep,Technology,USA,2026,35.37,35.49,58.96,114394.65,126886.11,10.92,3.39,16.17,12.14,3
11557,Marketing Specialist,Transportation,Germany,2020,25.95,21.82,75.59,73548.19,83820.73,13.97,10.5,59.25,53.35,5
11558,Teacher,Transportation,Singapore,2026,41.52,44.77,52.96,78428.27,81776.04,4.27,6.09,82.73,44.71,4
11559,Teacher,Healthcare,Singapore,2020,52.53,50.25,52.02,118036.89,121391.77,2.84,-6.86,73.32,66.08,2
11560,Marketing Specialist,Transportation,Canada,2026,27.47,29.16,46.19,59389.89,59860.25,0.79,15.15,87.62,41.8,5
11561,Marketing Specialist,Finance,USA,2022,54.31,61.19,32.88,132908.53,117735.25,-11.42,-0.69,76.61,33.48,4
11562,Data Analyst,Transportation,Canada,2026,66.74,74.87,23.05,148384.02,161183.75,8.63,-15.3,16.62,4.16,5
11563,Mechanical Engineer,Retail,Australia,2025,30.69,24.7,27.76,92672.37,82627.4,-10.84,13.32,46.66,38.29,5
11564,HR Manager,Retail,Singapore,2022,32.93,31.46,48.81,53820.23,44752.77,-16.85,2.51,15.72,21.36,4
11565,Truck Driver,Finance,Germany,2025,90.38,90.57,98.26,57025.12,62324.63,9.29,-8.76,41.98,36.12,4
11566,Data Analyst,Education,Germany,2022,59.07,47.95,66.62,135638.41,130847.76,-3.53,-6.92,82.82,53.51,2
11567,Truck Driver,Manufacturing,UK,2024,50.04,52.56,32.47,105157.14,100926.77,-4.02,-0.2,11.32,18.45,4
11568,Customer Support Rep,Healthcare,UK,2026,34.15,35.49,94.44,55843.9,56418.49,1.03,-5.81,26.3,54.16,4
11569,Teacher,Transportation,Australia,2022,45.31,36.6,96.43,54168.86,52813.6,-2.5,13.45,24.25,10.68,5
11570,HR Manager,Healthcare,Japan,2026,45.75,43.22,91.75,54172.98,49675.43,-8.3,10.91,88.45,51.05,3
11571,Marketing Specialist,Retail,Singapore,2025,68.18,66.48,17.53,94719.66,87015.16,-8.13,-0.87,91.34,55.14,3
11572,Mechanical Engineer,Retail,USA,2021,66.02,73.31,0.11,136304.75,126130.76,-7.46,13.82,30.64,5.68,1
11573,Software Engineer,Healthcare,India,2026,6.47,5.68,0.35,67899.67,68605.59,1.04,12.95,62.25,23.68,3
11574,Customer Support Rep,Transportation,Singapore,2022,40.76,38.6,26.22,133008.43,140062.84,5.3,-4.78,54.07,67.72,5
11575,HR Manager,Education,Germany,2024,68.43,64.09,54.07,89867.64,100337.79,11.65,0.27,10.92,31.01,5
11576,Accountant,Manufacturing,UK,2021,68.25,78.41,69.37,70893.0,67847.64,-4.3,2.53,19.93,59.3,3
11577,Mechanical Engineer,Manufacturing,Germany,2022,15.05,16.13,34.88,36684.46,33988.32,-7.35,-10.65,42.99,51.01,4
11578,Teacher,Healthcare,UK,2026,45.2,42.66,89.92,56401.88,60149.05,6.64,-14.77,32.07,15.02,5
11579,Marketing Specialist,Transportation,Australia,2026,10.44,12.3,78.42,136662.32,131126.97,-4.05,5.44,34.43,97.26,4
11580,Mechanical Engineer,Retail,UK,2025,35.02,41.74,11.85,76213.92,76624.94,0.54,-16.44,81.52,55.12,1
11581,Customer Support Rep,Technology,India,2021,71.57,70.77,74.79,102300.88,106247.63,3.86,10.52,30.88,52.45,2
11582,Truck Driver,Transportation,India,2026,86.25,98.63,47.71,67653.5,63576.0,-6.03,-0.71,22.95,99.96,5
11583,Data Analyst,Education,Japan,2023,46.38,42.94,29.33,66655.4,66911.16,0.38,15.83,34.43,79.84,1
11584,Data Analyst,Retail,India,2020,52.52,51.84,68.88,118577.49,123145.78,3.85,6.0,60.85,61.56,1
